,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
31,-9,-4,-15,9,17,11,6,3,9,-7,7,3,8,3,2,5,6,1,7,8,14,-7,3,-14,-11,-13,-24,-8,4,1,-23,-22,-25,6,1,7,9,5,5,17,14,16,16,16,15,14,23,26,28,23,-7,-6,14,9,16,10,5,8,-3,-5,17,-11,-12,6,-4,-3,-2,1,7,2,2,3,0,2,4,-12,-8,-7,-7,-10,-6,-8,-2,-10,-20,-12,-6,-12,-9,-16,-11,-12,-12,-2,-7,-10,-7,-3,-8,-3,-9,-5,-9,-4,-13,-9,-7,-7,-7,-7,-6,-11,-12,-8,7,-16,-19,-18,-18,-19,-17,-1,1,0,-2,-1,2,0
32,-13,-5,-17,5,12,3,2,5,8,-6,6,5,7,5,3,3,4,2,11,9,15,-3,7,-12,-10,-12,-21,-7,4,3,-23,-20,-23,3,-3,2,7,3,2,18,15,17,15,13,18,12,21,23,28,23,-9,-6,12,8,13,5,-2,4,-7,-6,19,-14,-13,6,-5,-5,-4,1,9,1,4,2,5,0,5,-10,-7,-6,-10,-10,-10,-9,-5,-10,-20,-15,-7,-11,-10,-16,-13,-13,-12,-6,-8,-11,-6,-3,-11,-5,-11,-9,-10,-6,-12,-11,-9,-9,-10,-8,-7,-10,-13,-11,9,-16,-18,-17,-15,-20,-14,-2,-2,-3,0,-3,0,-3
33,-16,-2,-18,-1,10,2,-3,7,5,-7,1,4,5,5,4,1,2,1,15,10,15,-4,8,-11,-9,-11,-22,-6,2,3,-21,-17,-21,-1,-2,-3,4,0,-2,17,14,17,14,11,16,9,18,23,22,19,-9,-4,7,1,11,2,-7,-2,-14,-9,18,-14,-14,8,-7,-6,-9,3,10,2,5,4,5,0,3,-13,-7,-9,-12,-12,-12,-11,-5,-10,-20,-15,-6,-12,-8,-15,-13,-13,-13,-6,-9,-13,-7,-6,-14,-8,-15,-8,-14,-9,-13,-10,-12,-11,-10,-11,-7,-9,-13,-13,8,-18,-17,-14,-16,-19,-12,-5,-1,-3,0,-4,-1,-2
34,-14,-4,-14,-7,4,-4,-5,7,2,-6,2,4,4,6,3,2,5,1,13,13,11,-2,8,-9,-10,-9,-21,-7,1,2,-20,-16,-21,-4,-6,-5,0,-1,-4,17,15,14,13,10,15,6,12,17,16,11,-10,-4,0,-3,6,-4,-11,-8,-15,-11,20,-16,-17,10,-7,-6,-11,4,9,1,7,3,8,2,4,-18,-9,-10,-13,-11,-11,-12,-6,-11,-20,-15,-11,-11,-7,-13,-13,-13,-16,-7,-12,-13,-9,-9,-16,-11,-15,-10,-16,-11,-12,-11,-13,-12,-13,-13,-10,-11,-15,-11,1,-17,-18,-15,-12,-17,-9,-2,-2,-6,-2,-3,-2,-5
35,-14,-5,-14,-11,-2,-8,-10,6,1,-4,4,4,3,4,3,3,5,1,12,13,12,-3,8,-8,-9,-12,-19,-6,0,2,-22,-12,-18,-7,-9,-6,-3,-5,-7,14,11,13,12,5,12,3,6,6,10,5,-9,-2,-6,-9,0,-7,-16,-12,-19,-12,19,-15,-18,9,-7,-5,-14,1,8,1,6,2,6,1,5,-15,-8,-11,-15,-13,-9,-13,-10,-14,-19,-16,-11,-12,-4,-12,-13,-13,-17,-11,-13,-12,-10,-10,-17,-13,-14,-11,-16,-12,-14,-14,-12,-13,-13,-14,-10,-15,-15,-11,-4,-16,-16,-17,-10,-15,-9,-4,-4,-7,-3,-8,-2,-4
36,-14,-3,-11,-16,-7,-13,-14,6,-1,-2,5,3,2,3,1,-1,2,1,11,10,9,-2,11,-6,-9,-8,-14,-8,-2,0,-18,-10,-15,-8,-12,-8,-4,-5,-11,12,12,13,10,3,9,-1,-2,1,5,-2,-10,2,-10,-11,-4,-11,-20,-14,-21,-13,19,-13,-16,10,-5,-4,-13,1,8,3,6,2,5,2,6,-18,-9,-10,-13,-13,-14,-13,-10,-14,-17,-12,-12,-11,-3,-13,-13,-14,-17,-12,-13,-12,-13,-13,-18,-12,-16,-14,-16,-12,-12,-13,-13,-15,-14,-14,-10,-14,-14,-11,-7,-15,-15,-15,-10,-15,-9,-5,-5,-7,0,-9,-4,-8
37,-15,-3,-7,-17,-11,-15,-15,5,-2,-1,2,5,-3,2,1,-4,1,-3,11,7,6,-2,11,-3,-6,-5,-13,-6,-3,1,-16,-8,-11,-12,-13,-10,-7,-6,-14,13,9,11,10,-2,5,-3,-9,-7,-4,-12,-10,1,-15,-16,-10,-16,-22,-20,-22,-12,22,-13,-15,10,-6,-7,-15,2,4,3,3,0,6,3,3,-20,-9,-9,-14,-13,-16,-14,-11,-11,-15,-14,-13,-10,-1,-12,-13,-16,-17,-16,-11,-13,-11,-11,-21,-12,-14,-13,-17,-13,-11,-13,-11,-13,-13,-14,-9,-12,-14,-7,-11,-13,-14,-12,-7,-13,-8,-4,-7,-6,0,-9,-6,-6
38,-12,0,-6,-17,-14,-16,-16,3,-2,1,0,3,-2,3,1,-2,-1,-3,7,8,2,-1,11,-2,-4,-3,-10,-6,-3,0,-12,-3,-8,-13,-13,-12,-9,-11,-14,9,9,9,11,-5,2,-6,-16,-14,-13,-21,-13,-1,-18,-17,-16,-18,-18,-25,-21,-9,20,-12,-14,9,-6,-6,-14,3,5,1,4,-3,4,1,2,-21,-11,-7,-14,-13,-13,-13,-13,-13,-16,-12,-12,-11,1,-7,-11,-15,-14,-15,-13,-12,-13,-12,-22,-12,-18,-11,-18,-14,-12,-14,-13,-13,-13,-13,-8,-14,-11,-7,-12,-11,-14,-12,-3,-11,-5,-5,-8,-6,0,-7,-7,-5
39,-10,1,-4,-15,-15,-18,-15,3,-2,2,0,2,-1,1,1,-2,-3,-1,4,6,-1,-3,15,0,-4,2,-8,-7,-5,2,-10,-3,-5,-14,-14,-15,-8,-12,-17,8,6,9,9,-10,-1,-10,-24,-23,-20,-31,-11,-3,-19,-14,-17,-18,-18,-25,-17,-6,22,-9,-9,9,-5,-3,-16,4,5,-1,5,-2,3,0,1,-21,-9,-7,-13,-11,-12,-12,-15,-14,-13,-9,-12,-11,4,-7,-12,-13,-13,-16,-12,-9,-15,-13,-20,-11,-15,-10,-14,-14,-7,-13,-14,-11,-11,-10,-7,-11,-10,-7,-16,-11,-10,-10,0,-8,-3,-3,-8,-7,-1,-7,-7,-7
40,-5,2,0,-12,-14,-15,-11,3,1,7,1,3,0,1,3,-2,-5,-1,3,2,-1,-4,16,3,-1,3,-2,-4,-4,6,-9,0,-2,-15,-14,-16,-10,-11,-16,4,4,6,4,-10,-4,-12,-29,-29,-28,-36,-11,0,-19,-15,-20,-17,-14,-22,-15,-6,21,-7,-6,9,-4,-4,-15,5,2,2,2,-1,3,2,1,-18,-6,-6,-11,-9,-12,-10,-17,-14,-12,-7,-12,-10,6,-3,-8,-12,-11,-14,-12,-8,-14,-13,-18,-10,-12,-12,-9,-14,-6,-14,-9,-10,-9,-10,-8,-10,-7,-6,-17,-10,-11,-8,3,-7,0,-3,-7,-5,-1,-7,-9,-5
41,0,1,3,-8,-16,-12,-9,2,0,10,3,4,0,0,4,3,-4,-4,-2,0,-3,-3,19,7,1,6,0,-3,-4,7,-5,0,1,-13,-11,-13,-8,-13,-15,3,2,3,1,-11,-8,-14,-34,-34,-32,-41,-8,-2,-17,-12,-18,-17,-11,-22,-10,-3,22,-2,-3,6,-2,-3,-15,4,0,2,1,0,-1,0,1,-16,-6,-7,-9,-7,-10,-10,-14,-12,-9,-5,-11,-7,8,-1,-6,-9,-9,-14,-11,-6,-11,-11,-16,-9,-9,-11,-8,-13,-8,-12,-8,-12,-5,-8,-3,-8,-4,-4,-19,-7,-9,-5,8,-7,1,-5,-7,-4,-1,-4,-8,-5
42,3,2,3,-5,-13,-8,-3,0,0,13,3,1,0,1,4,6,-2,-2,-3,-2,-4,-2,20,10,6,13,0,-3,-5,7,-4,5,5,-11,-11,-11,-7,-12,-14,-1,-3,1,1,-16,-9,-14,-34,-37,-33,-39,-6,-1,-19,-11,-18,-16,-5,-18,-8,-1,21,-1,-3,8,2,0,-12,6,-1,1,-1,2,-1,2,-1,-14,-5,-5,-7,-6,-10,-11,-13,-9,-7,-3,-7,-5,8,0,-4,-8,-8,-12,-9,-4,-11,-6,-14,-6,-7,-11,-8,-11,-7,-10,-6,-8,-4,-4,-3,-6,-3,-3,-21,-5,-8,-4,7,-4,2,-4,-8,-1,-1,-1,-8,-3
43,5,5,8,2,-9,0,4,-1,1,15,3,4,0,3,5,6,-2,2,-4,-5,-4,-3,21,13,11,14,1,0,-6,10,0,6,7,-11,-6,-9,-5,-12,-10,-5,-5,-3,-2,-15,-13,-14,-34,-36,-38,-40,-7,-2,-17,-8,-17,-12,1,-14,-3,0,19,5,3,9,0,3,-6,4,0,1,-2,3,-2,2,-1,-14,-2,-5,-7,-4,-8,-9,-15,-6,-4,-1,-7,0,8,3,-3,-2,-5,-9,-4,2,-10,-6,-10,-2,-6,-8,-5,-9,-4,-8,-5,-3,-1,-4,-3,-3,0,2,-26,-5,-5,-5,10,-1,4,0,-8,0,-1,3,-6,-2
44,6,5,10,5,-3,5,11,-1,3,17,5,6,1,4,6,5,-1,1,-8,-5,-2,-4,22,17,16,19,3,2,-3,15,1,4,10,-6,-3,-9,-2,-12,-10,-6,-10,-6,-3,-16,-14,-14,-33,-35,-36,-39,-4,-4,-10,-6,-14,-7,3,-10,3,1,21,6,5,8,6,5,-3,4,-3,6,-2,3,-2,3,0,-11,-2,-5,-2,0,-4,-3,-9,-5,1,2,-4,5,11,7,0,0,1,-10,-2,4,-7,-7,-9,-1,-2,-7,-2,-4,-3,-5,-6,-1,0,-2,0,0,2,5,-28,-5,-5,-1,10,2,6,2,-7,2,-1,5,-6,0
45,10,8,8,10,6,10,15,1,3,17,7,7,4,3,7,7,1,4,-6,-5,1,-4,20,21,19,22,6,3,-2,17,4,4,12,-2,-2,-5,2,-9,-4,-10,-9,-7,-7,-12,-13,-12,-31,-34,-35,-34,-7,-7,-10,-1,-11,-3,6,-3,6,1,20,8,6,7,5,7,-3,4,-4,5,-2,4,0,3,-2,-9,1,-5,-1,0,0,0,-5,0,2,5,-1,6,9,10,2,1,2,-5,1,8,-5,-4,-5,0,1,-2,-1,-3,-3,-4,0,1,0,1,2,1,2,5,-27,0,-1,2,10,5,9,3,-3,4,1,5,-3,1
46,16,8,8,17,12,19,21,2,5,17,7,6,7,7,12,7,2,5,-8,-1,1,-1,20,25,21,26,7,7,1,20,5,8,10,0,3,-3,5,-6,-3,-12,-12,-11,-9,-12,-15,-10,-25,-29,-29,-29,-5,-7,-6,0,-8,-1,12,2,10,-1,18,11,8,6,7,5,1,4,-2,4,-2,5,0,2,1,-5,6,-2,4,3,2,1,-6,1,3,8,0,8,10,12,4,2,5,-2,3,10,0,-2,-1,4,5,1,3,-1,0,-1,1,3,0,4,3,2,5,8,-26,2,-2,6,10,5,12,3,0,4,2,5,1,5
47,16,10,4,23,19,22,25,5,7,20,6,7,11,10,15,5,4,5,-6,0,4,-3,18,27,24,29,10,9,1,23,6,7,12,0,6,1,7,-2,1,-13,-15,-13,-12,-9,-14,-8,-18,-24,-24,-19,-3,-3,1,2,-4,2,17,10,14,0,16,10,10,5,6,8,4,5,-2,5,-3,6,0,5,5,-2,9,-1,6,6,6,2,-4,3,8,10,3,8,9,15,3,4,9,1,4,10,1,-1,2,6,9,3,5,2,5,4,5,8,3,3,3,2,6,11,-24,4,0,8,12,7,14,4,1,5,1,6,1,6
48,20,11,6,26,24,26,29,7,7,16,7,13,12,11,14,5,5,7,-1,1,6,-2,20,27,25,31,9,12,2,24,9,7,12,3,8,1,11,1,6,-12,-18,-15,-12,-10,-13,-6,-9,-12,-13,-12,1,-5,6,6,1,6,20,8,16,1,16,11,14,5,5,7,8,5,-1,5,0,10,1,4,7,-1,9,1,7,7,8,7,-2,7,7,11,4,12,8,15,7,8,12,4,7,14,3,3,5,7,11,4,9,4,8,5,5,8,3,6,5,1,7,12,-20,7,5,7,13,8,16,4,0,5,1,7,3,5
49,19,11,3,30,31,32,33,8,8,16,5,13,9,13,13,8,9,7,2,4,10,-3,19,30,26,31,9,15,6,27,10,8,10,11,11,8,13,3,9,-13,-18,-15,-14,-4,-13,-4,2,-4,-6,0,3,-6,8,7,0,7,22,14,18,-1,16,10,13,3,5,8,7,6,0,4,1,9,1,5,10,2,11,3,10,8,10,6,1,10,7,10,4,15,9,17,11,8,12,5,8,16,6,7,6,6,12,5,9,8,7,8,5,10,0,5,1,2,6,12,-16,6,8,8,14,10,15,4,1,5,1,7,4,4
50,17,11,0,33,32,33,34,9,8,11,7,14,11,16,15,8,7,8,3,8,15,-6,16,28,27,31,9,15,6,30,12,9,9,11,12,10,17,8,13,-15,-20,-16,-16,-1,-7,-1,10,6,4,11,6,-9,11,10,6,9,25,19,19,-4,13,10,13,1,3,7,8,6,2,4,5,8,5,5,10,5,13,7,9,7,11,8,1,11,8,12,6,15,7,17,9,10,13,9,7,17,11,8,7,10,15,8,10,7,10,12,7,12,-1,4,3,4,4,12,-18,5,11,10,13,12,15,4,4,5,0,5,5,4
51,17,12,-3,33,36,35,32,10,10,7,7,17,8,16,15,7,5,6,7,14,17,-4,14,27,27,27,9,17,5,29,11,9,11,15,15,11,18,12,16,-17,-20,-14,-15,2,-6,1,17,15,14,20,8,-8,14,10,9,12,23,19,19,-4,17,10,12,1,6,3,11,7,4,4,8,11,5,2,11,5,15,6,9,11,14,12,4,13,10,12,9,19,8,20,10,11,15,10,9,15,13,9,12,12,17,9,11,10,10,17,9,14,-2,3,1,2,2,13,-19,7,14,12,16,14,15,4,6,4,0,1,5,5
52,12,14,-3,28,32,32,30,15,11,3,8,17,10,18,17,7,6,5,11,17,19,-4,10,25,25,24,7,19,5,28,7,8,9,15,15,14,18,12,17,-14,-19,-16,-18,2,-1,4,27,22,23,29,10,-5,13,10,12,14,21,20,16,-7,14,9,11,3,2,3,11,0,5,3,10,14,8,1,11,7,15,9,13,11,15,14,4,16,11,14,12,18,8,19,11,12,13,12,12,17,15,11,14,11,19,12,11,12,9,18,10,14,-1,2,2,3,0,12,-15,7,14,13,18,12,16,6,8,2,-2,2,7,5
53,9,13,-3,23,33,29,25,18,12,-2,7,18,10,19,18,4,7,6,16,23,22,-5,6,21,21,20,6,21,5,24,8,7,9,16,14,19,14,14,16,-14,-18,-16,-17,6,2,7,31,31,31,39,11,-5,15,10,12,14,19,18,16,-11,14,7,7,3,2,1,13,0,9,2,8,12,9,4,11,9,16,10,12,11,16,13,8,17,9,12,10,16,5,17,10,12,12,12,11,13,16,12,15,10,18,13,15,12,12,19,12,15,-1,-1,1,4,0,12,-11,12,19,13,18,15,17,5,6,0,-4,-1,10,3
54,7,15,-4,16,29,24,18,18,10,-5,5,18,9,18,17,5,7,6,20,25,24,-6,3,19,21,18,5,22,5,23,7,10,7,15,15,16,14,16,18,-13,-14,-12,-16,9,5,8,41,37,37,45,15,-4,15,12,14,9,12,18,9,-8,14,7,7,3,0,-1,11,-1,9,0,11,14,9,4,12,13,13,11,11,11,15,12,9,16,8,12,13,17,6,15,8,10,11,15,11,11,20,12,14,10,18,13,12,12,13,17,10,14,-5,-4,0,1,0,13,-9,13,18,15,17,13,16,4,6,1,-3,-5,9,3
55,2,14,-6,11,24,14,10,18,10,-8,6,18,5,19,14,7,7,7,25,27,25,-4,-1,11,17,10,4,21,5,21,6,10,9,15,14,16,12,18,16,-12,-12,-12,-15,11,8,8,43,43,42,48,15,-3,12,7,14,11,9,15,1,-10,16,6,6,-1,-1,-3,11,-1,9,0,13,15,12,0,15,14,15,11,11,12,15,12,12,17,8,10,11,14,6,15,9,8,8,14,9,9,19,10,14,7,16,11,11,10,13,19,11,14,-3,-4,0,1,-2,14,-7,15,20,17,17,14,18,4,9,0,-4,-4,9,5
56,-1,14,-1,1,18,8,2,19,10,-11,7,17,4,17,14,5,9,9,26,29,24,-2,-4,5,10,6,5,17,4,17,7,10,8,14,14,14,10,15,15,-8,-11,-11,-15,10,9,11,43,46,45,49,13,-1,10,6,12,8,6,11,2,-11,15,3,3,0,-2,-2,8,-2,9,-1,12,13,11,0,12,17,13,11,10,10,12,14,10,15,10,11,10,14,8,13,8,11,9,12,7,9,17,11,12,5,14,10,10,9,11,17,10,11,-3,-8,0,2,-1,14,-3,13,23,17,18,15,17,2,10,0,-5,-5,10,2
57,-3,12,1,-7,12,-1,-7,17,8,-15,4,15,1,17,15,5,6,9,27,29,25,-2,-9,1,6,2,6,16,5,11,7,9,7,10,9,13,6,13,14,-8,-11,-12,-14,11,11,12,44,47,44,48,15,2,7,4,10,6,-2,9,-3,-9,14,5,4,-2,0,-4,6,0,11,-2,13,13,13,0,12,17,13,9,13,9,12,10,8,15,8,10,11,11,9,12,6,10,7,12,4,7,18,13,13,9,14,8,10,8,9,18,9,12,-4,-7,2,1,0,12,2,16,22,18,17,16,16,2,8,0,-3,-7,7,2
58,-8,11,2,-16,3,-10,-17,16,7,-18,2,14,2,12,14,8,6,8,28,26,23,-3,-9,-4,1,-5,8,15,4,9,8,10,8,10,8,12,1,12,12,-7,-8,-9,-12,13,11,14,43,48,46,43,12,1,4,1,10,4,-6,4,-6,-7,15,4,1,-2,0,-3,6,-2,14,-3,14,11,13,-2,12,14,11,10,12,9,13,9,9,12,6,10,9,11,10,7,7,7,8,10,4,7,19,8,11,6,13,10,9,11,10,15,10,8,-2,-5,5,3,2,13,3,18,24,18,16,19,17,1,6,-4,-3,-9,6,1
59,-9,9,3,-20,-3,-18,-25,10,5,-17,4,11,1,10,12,6,8,7,25,25,21,-3,-12,-10,-4,-11,7,12,2,2,7,12,9,8,5,7,-3,9,10,-5,-6,-6,-10,11,12,14,39,44,44,41,11,3,5,-1,7,-1,-12,1,-11,-6,16,4,0,-2,-2,-5,5,-2,13,-3,15,9,12,-3,9,16,10,10,12,9,7,9,10,9,6,8,10,6,11,6,7,6,5,12,1,4,15,9,9,5,12,9,6,10,11,14,8,8,1,-5,4,1,2,14,4,16,22,20,18,20,15,3,8,-5,-1,-6,7,1
60,-10,8,6,-28,-11,-24,-29,11,2,-17,4,6,-2,6,11,6,5,5,24,24,16,-6,-14,-15,-7,-13,9,13,2,-5,6,13,10,5,4,4,-8,8,8,-4,-3,-5,-7,10,14,12,35,37,36,34,10,6,1,-2,2,-2,-16,-3,-12,-2,16,2,-2,-6,0,-5,2,-3,14,-4,15,5,12,-2,6,18,6,8,10,7,7,5,7,8,8,7,9,3,11,6,5,8,4,10,-2,4,14,9,9,6,10,4,8,6,11,11,7,5,0,-6,4,1,1,11,5,15,22,19,18,20,15,3,8,-5,-1,-11,6,2
61,-9,6,10,-31,-18,-29,-33,6,-2,-18,3,4,0,2,13,6,5,6,24,22,14,-6,-16,-18,-11,-18,11,9,-1,-7,7,15,11,4,2,4,-10,6,5,-2,-1,-4,-4,9,12,10,25,31,30,23,10,6,-1,-2,1,-5,-17,-8,-10,0,16,1,0,-4,-2,-3,4,-2,12,-3,13,4,9,-3,4,19,6,6,8,6,7,4,6,5,9,6,6,3,12,2,6,6,3,8,-1,3,12,8,9,6,7,6,7,8,9,11,6,3,2,-2,6,4,5,10,3,19,21,20,16,20,15,5,5,-4,0,-9,4,2
62,-8,3,15,-34,-21,-36,-35,2,-1,-15,4,-2,-2,-1,10,6,7,5,22,18,8,-5,-16,-21,-14,-20,11,7,-2,-10,7,15,11,3,-1,4,-12,3,1,1,2,0,-3,8,10,10,17,22,22,14,8,6,-2,-5,-1,-6,-17,-9,-12,5,19,0,-2,-6,-1,-4,0,-2,10,-1,8,1,10,-2,1,18,6,7,5,7,7,7,7,7,10,6,7,3,12,3,4,5,3,7,-1,5,11,5,5,4,5,7,3,6,11,7,5,4,7,-1,8,6,8,10,1,22,20,19,15,21,15,5,4,-4,3,-8,5,4
63,-5,3,18,-35,-25,-38,-38,0,-1,-9,3,-5,0,-7,10,6,8,5,14,14,4,-5,-15,-22,-17,-20,11,7,-4,-13,10,14,10,1,-3,2,-14,1,-1,4,5,3,2,6,12,7,7,13,15,6,2,7,-7,-6,-2,-7,-16,-11,-11,9,18,-2,-2,-5,0,-4,-2,-2,7,-1,6,-3,7,-4,-1,17,3,5,6,7,6,7,9,5,10,6,6,2,13,3,7,4,1,6,-1,4,7,8,5,5,4,7,4,5,9,7,4,5,9,1,10,8,9,12,-1,22,17,18,15,21,13,6,6,-3,3,-7,3,2
64,-3,2,21,-34,-26,-36,-35,-4,-3,-10,3,-8,1,-11,7,5,7,2,11,7,-3,-6,-15,-21,-19,-19,12,6,-2,-16,10,14,12,-3,-3,0,-13,-1,-2,8,6,3,5,4,8,7,-1,3,6,-2,1,11,-7,-4,-5,-6,-16,-10,-10,13,20,-2,-3,-3,-1,-3,-1,1,8,-2,2,-7,5,-3,-2,18,2,4,8,6,5,4,5,4,12,5,6,0,13,1,6,5,1,7,0,4,6,8,4,7,3,8,3,6,9,5,4,4,9,6,10,9,12,12,-2,21,16,18,13,20,12,7,5,-3,6,-4,4,4
65,-2,2,22,-29,-27,-30,-31,-6,-1,-5,2,-12,1,-11,2,5,6,-2,5,4,-5,-7,-15,-19,-19,-21,14,4,-2,-17,13,13,14,-2,-5,-2,-14,0,-2,8,11,4,7,0,8,5,-11,-6,-4,-12,-1,14,-7,-4,-6,-4,-14,-8,-7,14,19,-2,-1,-2,1,-1,-1,1,6,-1,1,-9,3,-3,-5,18,1,6,7,6,6,4,7,0,13,5,7,2,12,1,5,4,2,7,1,7,5,7,4,8,1,6,3,7,12,2,5,5,13,8,14,12,11,10,0,21,13,19,11,19,10,7,5,-2,6,-1,5,8
66,2,-2,21,-25,-24,-26,-29,-10,-3,-2,3,-13,-2,-13,0,4,8,-2,-1,-2,-12,-9,-18,-16,-20,-17,15,1,-3,-22,13,17,13,-2,-5,-2,-14,-4,-5,13,14,9,13,3,5,2,-19,-13,-12,-22,0,15,-3,-1,-1,-5,-10,-6,-4,17,18,-3,-2,-6,2,1,-4,0,2,2,-2,-10,2,0,-5,19,1,9,6,6,8,5,6,0,14,4,7,2,14,1,7,6,5,6,4,6,4,9,4,6,1,6,5,5,12,2,7,6,15,11,12,11,13,11,-2,21,13,18,12,17,9,11,6,1,6,1,6,9
67,5,-4,20,-18,-22,-22,-19,-10,-5,2,2,-16,-1,-14,0,2,7,-2,-8,-8,-15,-8,-17,-13,-16,-14,15,-1,-3,-21,10,14,10,-5,-5,-4,-11,-2,-8,14,18,10,14,1,4,1,-27,-20,-23,-28,-4,16,-5,-1,-3,-2,-6,-5,-2,18,15,-3,0,-6,6,4,-6,2,-1,3,-4,-12,2,0,-7,20,-2,8,4,6,7,8,7,1,17,6,8,3,14,3,7,6,4,7,4,5,4,8,3,7,-2,7,6,7,13,0,6,8,14,15,11,14,15,11,-5,18,9,16,11,15,7,10,6,1,10,4,6,11
68,6,-6,21,-13,-19,-15,-16,-12,-2,4,2,-16,0,-15,2,0,7,-2,-13,-13,-22,-10,-16,-8,-12,-8,14,1,-3,-19,15,11,11,-3,-6,-3,-8,-2,-7,15,23,12,15,-1,5,1,-29,-24,-26,-30,-4,18,-2,6,-3,1,0,-2,5,16,16,-1,0,-4,8,5,-6,5,-3,3,-6,-12,-2,1,-8,19,-1,8,5,6,7,9,7,2,15,5,8,2,10,0,7,7,5,7,5,7,2,5,6,6,-1,9,6,4,13,1,6,8,15,19,15,13,19,11,-6,17,9,15,10,14,4,13,9,4,9,8,2,9
69,8,-7,16,-7,-15,-9,-6,-11,-2,6,2,-11,0,-14,1,-2,5,-8,-17,-17,-26,-9,-14,-2,-10,-6,12,1,-2,-19,11,9,10,-5,-5,-3,-5,-2,-6,18,22,15,14,-3,5,-2,-32,-29,-29,-33,-2,18,1,6,2,4,4,0,7,15,14,0,0,-4,6,4,-6,3,-6,3,-9,-10,-4,0,-10,16,-1,9,7,6,10,7,7,4,15,7,6,2,10,5,10,7,6,8,5,9,1,7,3,7,0,9,6,7,10,-2,6,7,16,22,15,14,17,11,-5,14,6,13,7,13,4,11,8,6,10,9,4,11
70,12,-7,8,-1,-11,-1,2,-13,-3,8,2,-11,-3,-15,-2,-4,3,-11,-21,-24,-28,-8,-15,-2,-6,-2,11,-1,0,-20,12,8,8,-5,-3,-3,-3,-3,-6,17,19,18,17,-2,4,-2,-33,-32,-31,-35,-4,19,2,8,2,6,9,3,9,15,14,2,0,-2,11,8,-4,2,-5,3,-8,-14,-4,-2,-12,17,1,9,7,8,9,8,9,2,14,7,7,4,6,6,7,7,7,9,7,8,2,8,5,8,2,8,7,6,11,0,5,6,14,21,13,12,15,7,-8,9,5,10,7,9,4,9,5,8,9,12,5,11
71,14,-10,4,7,-4,7,6,-14,-2,11,0,-12,-1,-14,1,-9,2,-13,-22,-25,-27,-8,-15,3,-3,2,10,-1,-2,-20,11,3,7,-2,-3,-6,1,-2,-4,21,21,18,18,-1,1,-5,-29,-31,-30,-30,-4,19,7,10,2,9,15,8,13,13,14,2,2,-1,10,8,-4,3,-8,1,-7,-15,-7,2,-9,14,2,10,9,9,8,8,7,3,16,7,9,3,4,7,6,8,10,10,11,7,2,8,7,7,3,9,8,7,9,2,6,6,13,20,10,11,11,8,-8,5,3,7,3,7,-1,9,6,8,8,14,7,11
72,13,-9,-3,11,0,11,12,-11,-3,10,-4,-7,-3,-14,-1,-11,1,-14,-28,-29,-30,-8,-12,8,-2,7,10,-1,-4,-18,9,-2,6,-4,-4,-4,4,-1,-6,20,20,19,19,0,0,-7,-28,-29,-29,-29,-4,20,7,9,4,12,16,13,12,9,12,1,4,1,8,10,-1,4,-9,2,-9,-15,-7,-1,-11,16,3,11,5,7,10,10,6,5,13,7,8,5,2,6,6,5,8,11,11,6,4,8,7,6,5,8,8,7,11,2,7,8,13,24,9,9,12,5,-8,5,1,5,-2,5,-2,8,5,10,9,15,6,8
73,10,-8,-8,17,2,17,20,-11,-5,7,-5,-6,-5,-11,-1,-15,-5,-16,-27,-33,-31,-7,-12,8,3,7,8,-2,0,-16,7,-4,4,-3,-3,-2,7,-5,-5,19,19,18,17,-2,3,-5,-22,-25,-27,-26,-7,19,10,11,7,11,15,10,13,4,11,2,3,5,8,8,-1,2,-10,2,-9,-13,-11,-2,-11,14,6,9,4,7,8,7,6,3,13,6,9,8,-1,7,8,3,7,9,11,5,4,9,6,6,5,8,6,7,8,5,6,8,10,24,7,11,6,6,-7,3,-2,1,-3,3,-4,7,3,13,6,15,5,5
74,9,-13,-15,18,4,16,23,-10,-5,7,-5,-5,-6,-8,1,-16,-6,-18,-28,-33,-34,-8,-11,6,6,7,2,-2,-1,-16,4,-7,-2,-6,-3,-1,8,-2,-5,17,17,19,16,-3,1,-6,-18,-21,-23,-18,-7,19,9,11,6,10,14,11,10,2,11,5,3,6,7,8,-2,2,-10,-1,-12,-10,-11,-1,-10,12,8,10,7,5,5,8,7,6,11,8,7,10,-5,7,6,2,6,9,12,3,5,8,9,5,7,8,3,5,6,6,3,4,9,21,7,5,3,4,-8,0,-2,0,-5,0,-6,4,1,13,5,14,3,1
